Image_Name,Orig_Image_Name,Category,Alt,Type,Caption,URL_Image,URL_Info
image_0943,viet3695.png,Vietnam War,Phu Loi people feel for the enemy. Detail.,20th c Vietnamese Expressionist Sculpture,DIEP Ninh Chan|Phu Loi people feel for the enemy.Detail. |c 1959|,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=123
image_0944,viet3693.png,Vietnam War,A Handful of Earth from the South.,20th c Vietnamese Social Realist Painting,PHAN Xuan Thi|A Handful of Earth from the South.|c. 1975-1990|Social Realist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=124
image_0945,viet3697.png,Vietnam War,Grasping an Anti-tank Bomb.,20th c Vietnamese Expressionist Sculpture,QUACH Phong|Grasping an Anti-tank Bomb.|c 1974-1984| Communist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=125
image_0946,viet3698.png,Vietnam War,Grasping an Anti-tank Bomb.  Detail.,20th c Vietnamese Expressionist Sculpture,TRAN Van Hoe|Grasping an Anti-tank Bomb. Detail.|c 1974-1984| Communist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=126
image_0947,pari8521.png,Vietnam War,General Ky.,20th c Icelandic Pop Painting,ERRO (GUDMUNDUR GUDMUNDSSON) | General Ky.| 1974 | Icelandic | Pop Art | Â©Erro (Gudmundur Gudmundsson); Kathleen Cohen,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=127
image_0948,pari8520.png,Vietnam War,General Giap.,20th c Icelandic Pop Painting,ERRO (GUDMUNDUR GUDMUNDSSON) | General Giap.| 1974 | Icelandic | Pop Art | Â©Erro (Gudmundur Gudmundsson); Kathleen Cohen,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=128
image_0949,rush7002.png,Vietnam War,Flower Power.,20th c German Decollagist Graphic Arts,VOSTELL Wolf | Flower Power. | 1968 | German | Decollagist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=129
image_0950,20p05089.png,Vietnam War,Ominous Omen.,20th c American Political Painting,GARCIA Rupert | Ominous Omen. | 1987 | American | Political Art,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=130
image_0951,war03090.png,Vietnam War,Vietnam War. Helicopters near Saigon in 1960's.,20th c American Industrial Arts,AMERICAN | Vietnam War. Helicopters near Saigon in 1960's. | 1960-1969 | American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=131
image_0952,viet5414.png,Vietnam War,US President Richard Nixon with his aides discuss bombing North Vietnam.,20th c Vietnamese Documentary Photography,VIETNAMESE|US President Richard Nixon with his aides discuss bombing North Vietnam.|c. 1972,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=132
image_0953,viet5413.png,Vietnam War,American B52s bomb Hanoi in December 1972.,Hanoi. Vietnamese Documentary Photography,VIETNAMESE|American B52s bomb Hanoi in December 1972.|c. 1972,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=133
image_0954,viet5412.png,Vietnam War,Vietnamese village decimated by American bombs.,Hanoi. Vietnamese Photo-journalist Photography,VIETNAMESE|Vietnamese village decimated by American bombs. |c. 1969-1973,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=134
image_0955,viet3451.png,Vietnam War,Fragment of a Wrecked B-52.,20th c Vietnamese Industrial Photography,VIETNAMESE | Fragment of a Wrecked B-52.|1960s| Vietnamese | Industrial,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=135
image_0956,viet3411.png,Vietnam War,Comparative Wars in whih US Participated (1940-1972).,20th c American Graphic Design,VIETNAMESE Anonymous | Comparative Wars in whih US Participated.|1940-1972| Vietnamese,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=136
image_0957,viet3407.png,Vietnam War,Tonnage of Bombs Dropped by US Airforce & Navy  in Vietnam (1965-1972).,20th c Vietnamese Graphic Design,VIETNAMESE Anonymous | Tonnage of Bombs Dropped by US Airforce & Navyin Vietnam (1965-1972). |1965-1972| Vietnamese,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=137
image_0958,viet3452.png,Vietnam War,Areas of Vietnam impacted by US ordinance 1964-1972.,20th c Vietnamese Cartographic Maps & Diagrams,VIETNAMESE Anonymous | Areas of Vietnam impacted by US ordinance 1964-1972. |1964-1972| Vietnamese,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=138
image_0959,viet3363.png,Vietnam War,Medisch comte nederland_vietname helpt waar de bommen valien.,20th c Vietnamese Graphic Arts,VIETNAMESE Anonyous | Medisch comte nederland_vietname helpt waar de bommen valien. | 1970-1975 |Vietnamese |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=139
image_0960,viet3354.png,Vietnam War,Mango forest destroyed by Agent Orange in 1976.,20th c Vietnamese Journalistic Photography,VIETNAMESE Anonyous | Mango forest destroyed by Agent Orange in 1976.|1976| Vietnamese | Photo-journalist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=140
image_0961,viet3446.png,Vietnam War,The twins were born at Sa Thay where agent orange was heavily sprayed.,20th c Vietnamese Journalistic Photography,VIETNAMESE The twins were born at Sa Thay where agent orange was heavily sprayed.|1984 Vietnamese | Photo-journalist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=141
image_0962,viet3444.png,Vietnam War,Le Thi Thay and ten-month-old Ha.,20th c Vietnamese Journalistic Photography,VIETNAMESE | Le Thi Thay and ten-month-old Ha. |1981| Vietnamese | Photo-journalist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=142
image_0963,viet3458.png,Vietnam War,Defoliants used by the US from 1961-1971 in South Vietnam & Victims.,20th c Vietnamese Photo journalist Photography,AMERICAN Anonymous |Defoliants used by the US from 1961-1971 in South Vietnam & Victims. .|191-1971 |American| Journalist.,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=143
image_0964,viet3459.png,Vietnam War,Vietnamese Victims of chemical warfare .,20th c Vietnamese Photo journalist Photography,VIETNAMESE Anonymous |Vietnamese Victims of chemical warfare.|1961-1971 |Vietnamese| Journalist.,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=144
image_0965,viet3460.png,Vietnam War,Vietnamese Victims of chemical warfare .,20th c Vietnamese Photo journalist Photography,VIETNAMESE Anonymous |Vietnamese Victims of chemical warfare.|1961-1971 |Vietnamese| Journalist.,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=145
image_0966,viet3454.png,Vietnam War,Victims of US napalm bombing.,20th c Vietnamese Journalistic Photography,VIETNAMESE | Victims of US napalm bombing. |1972| Vietnamese | Photo-journalist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=146
image_0967,viet3453.png,Vietnam War,Little Phan Thi Kim Phuc burned by US napalm bomb.,20th c Vietnamese Journalistic Photography,VIETNAMESE | Little Phan Thi Kim Phuc burned by US napalm bomb. |1972| Vietnamese | Photo-journalist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=147
image_0968,viet3360.png,Vietnam War,US Out of S.E. Asia Now.,20th c Vietnamese Graphic Arts,VIETNAMESE Anonyous | US Out of S.E. Asia Now. | 1970-1975 |Vietnamese |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=148
image_0969,viet3377.png,Vietnam War,Countries with which Vietam has foreign relations.,21st c World Cartographic Maps & Diagrams,VIETNAMESE Anonymous | Countries with which Vietam has foreign relations.|Oc. 2011| Vietnamese,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=149
image_0970,viet3358.png,Vietnam War,Indian Communist Party Poster.,20th c Indian Social Realist Graphic Arts,INDIAN MODERNAnonyous | Indian Communist Party Poster. |c. 1970-1975| Vietnamese | Social Realist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=150
image_0971,viet3355.png,Vietnam War,"World Youth Action Day in Solidarity with Vietnam. April 5, 1973.",20th c Vietnamese Social Realist Sculpture,"VIETNAMESE Anonyous | World Youth Action Day in Solidarity with Vietnam. April 5, 1973. |1973| Vietnamese | Social Realist",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=151
image_0972,viet3361.png,Vietnam War,Australian Women Celebrate the Heroic Victory of the Vietnamese People,20th c Vietnamese Social Realist Sculpture,VIETNAMESE Anonyous | Ho Chi Min Welcomes the New Year 2011. |2011| Vietnamese | Social Realist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=152
image_0973,viet3366.png,Vietnam War,Ertted is harcol. Budapest-Hanofert.,20th c Vietnamese Social Realist Graphic Arts,HUNGARIAN Anonyous | Ertted is harcol. Budapest-Hanofert.| 1961 |Vietnamese |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=153
image_0974,viet3369.png,Vietnam War,Fidel Castro raising the flag of th Khe Sanh Heroic Group in Quang Tri province,20th c Vietnamese Journalistic Photography,"VIETNAMESE Anonyous | Fidel Castro raising the flag of th Khe Sanh Heroic Group in Quang Tri province Sept 15, 1973.|1973| Vietnamese | Photo-journalist",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=154
image_0975,viet3368.png,Vietnam War,Cuba Anh Hung (Poster with Fidel Castro).,20th c Cuban Social Realist Graphic Arts,CUBAN MODERNAnonyous | Cuba Anh Hung (Poster with Fidel Castro).|c. 1970-1975| Cuban | Social Realist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=155
image_0976,viet3367.png,Vietnam War,Mexican Communist Party Flag.,20th c Mexican Heraldic Graphic Arts,MEXICAN MODERNAnonyous | Mexican Communist Party Poster. |c. 1970-1975| Vietnamese | Social Realist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=156
image_0977,viet3370.png,Vietnam War,Vietnam-Cuba Poster.,20th c Vietnamese Social Realist Graphic Arts,VIETNAMESE MODERNAnonyous | Vietnam-Cuba Poster.|c. 1960-1975| Vietnamese | Social Realist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=157
image_0978,viet3371.png,Vietnam War,Vietnam-Cuba Poster.,20th c Vietnamese Social Realist Graphic Arts,VIETNAMESE MODERNAnonyous | Vietnam-Cuba Poster.|c. 1960-1975| Vietnamese | Social Realist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=158
image_0979,viet3364.png,Vietnam War,Vietname Vikko 8-14.11. USA Pois Indokiinasta.,20th c Vietnamese Graphic Arts,VIETNAMESE Anonyous | Vietname Vikko 8-14.11. USA Pois Indokiinasta.| 1970-1975 |Vietnamese |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=159
image_0980,viet3365.png,Vietnam War,Vietname Vikko 8-14.11. USA Pois Indokiinasta. Detail.,20th c Vietnamese Graphic Arts,VIETNAMESE Anonyous | Vietname Vikko 8-14.11. USA Pois Indokiinasta. Detail.| 1970-1975 |Vietnamese |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=160
image_0981,viet3359.png,Vietnam War,Solidaritat hilft siegen.,20th c Vietnamese Social Realist Sculpture,GERMAN Anonyous | Solidaritat hilft siegen. |1970-1975| Vietnamese | Social Realist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=161
image_0982,viet3689.png,Vietnam War,Youths of the Iron Fortress.,20th c Vietnamese Expressionist Painting,NGUYEN Jang|Youths of the Iron Fortress.|c c 1970-1988|Expressionist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=162
image_0983,viet3690.png,Vietnam War,Youths of the Iron Fortress. Detail.,20th c Vietnamese Expressionist Painting,NGUYEN Jang|Youths of the Iron Fortress. Detail.|c 1970-1988|Expressionist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=163
image_0984,viet3376.png,Vietnam War,Anti-war Demonstration.,20th c American Photo-journalist Photography,AMERICAN Anonymous | Anti-war Demonstration.|early 1970s| American| Journalist.,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=164
image_0985,nymt2182.png,Vietnam War,Peace Demonstration Washington D.C. 1971.,20th c American Documentary Photography,WINOGRAD Gary | New York City 1969.| 1971 | American | Documentary,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=165
image_0986,viet5409.png,Vietnam War,San Francisco Vietnam war protesters  block car of Maxwell Taylor.,20th c Vietnamese Documentary Photography,AMERICAN|San Francisco Vietnam war protestersblocks car of Maxwell Taylor.|c. 1961-1964,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=166
image_0987,viet3374.png,Vietnam War,Jane Rose Kasmir holding a flower before row of soldiers.,20th c American Photo-journalist Photography,AMERICAN Anonymous | Jane Rose Kasmir holding a flower before row of soldiers.|Oct 21 1967| American| Journalist.,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=167
image_0988,viet3375.png,Vietnam War,"Student mourning demonstrator shot at Kent State, Ohio in Vietnam Protest.",20th c American Photo-journalist Photography,"AMERICAN Anonymous | Student mourning demonstrator shot at Kent State, Ohio in Vietnam Protest. |1970| American| Journalist.",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=168
image_0989,viet3378.png,Vietnam War,The B-52 Pilot who said No.,20th c American Photo-journalist Photography,AMERICAN Anonymous | The B-52 Pilot who said No. |jan 22 1973| American| Journalist.,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=169
image_0990,viet5410.png,Vietnam War,Vietnam war protesters November 20 1965.,20th c Vietnamese Documentary Photography,AMERICAN|Vietnam war protesters November 20 1965.|1965,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=170
image_0991,viet3373.png,Vietnam War,David Miller Burning his Draft Card.,20th c American Photo-journalist Photography,AMERICAN Anonymous | David Miller Burning his Draft Card. |c. 1965-1970| American| Journalist.,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=171
image_0992,viet3372.png,Vietnam War,My Son Died in Vain.  Dont' Fight. Go to Prison.,20th c American Photo-journalist Photography,AMERICAN Anonymous | My Son Died in Vain.Dont' Fight. Go to Prison.| Nov. 20 1965| American| Journalist.,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=172
image_0993,war03091.png,Vietnam War,Vietnam Protesters.,20th c American People,AMERICAN | Vietnam Protesters.| 1968 | American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=173
image_0994,war03092.png,Vietnam War,Hard Hats Supporting Nixon in Vietnam.,20th c American People,AMERICAN | Hard Hats Supporting Nixon in Vietnam. | 1970 | American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=174
image_0995,war03093.png,Vietnam War,Time Magazine. 'What if we just pull out (from Vietnam)?',20th c American Document,AMERICAN | Time Magazine. 'What if we just pull out (from Vietnam)?' | 1969 | American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=175
image_0996,viet3702.png,Vietnam War,A Panorama of the 1969 Convention of South Vietnam's People Representatives.,20th c Vietnamese Social Realist Painting,THAI Ha||A Panorama of the 1969 Convention of South Vietnam's People Representatives. |c 1973-1995| Social Realist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=176
image_0997,viet3393.png,Vietnam War,The Amerians establish 'stratigic hamlets.' Dihn Diem is killed by his people.,20th c American Photo-journalist Photography,AMERICAN Anonymous | The Amerians establish 'stratigic hamlets.' Dihn Diem is killed by his people.|1963| American| Journalist.,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=177
image_0998,viet4072.png,Vietnam War,Model of a Stratigic Hamlet.,20th c Vietnamese Vernacular Photography,AMERICAN Anonymous |Viet Kong captured by American soldiers.|1962-1970| American| Journalist.,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=178
image_0999,viet3462.png,Vietnam War,"US Soldiers force inhabitants of Tay Nguyen to go to a ""stratigic hamlet.""",21st c Vietnamese Photo journalist Photography,"AMERICAN Anonymous |US Soldiers force inhabitants of Tay Nguyen to go to a ""stratigic hamlet.""|1965|Vietnamese| Journalist.",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=179
image_1000,viet3804.png,Vietnam War,Cu Chi Tunnels. Map display.,20th c Vietnamese Vernacular Environment,VIETNAMESE MODERN|Cu Chi Tunnels. Map display.|c. 1965-1972| Viet Cong,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=180
image_1001,viet3805.png,Vietnam War,Cu Chi Tunnels. Cutaway diagram.,20th c Vietnamese Vernacular Environment,VIETNAMESE MODERN|Cu Chi Tunnels. Cutaway diagram. |c. 1965-1972| Viet Cong,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=16,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=181
image_1002,viet3754.png,Vietnam War,Cu Chi Tunnels. Guard.,20th c Vietnamese Vernacular Environment,VIETNAMESE MODERN|Cu Chi Tunnels. Guard.|c. 1965-1972| Viet Cong,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=16,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=182
image_1003,viet3769.png,Vietnam War,Cu Chi Tunnels. Trench.,20th c Vietnamese Vernacular Environment,VIETNAMESE MODERN|Cu Chi Tunnels.Trench. |c. 1965-1972| Viet Cong,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=16,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=183
image_1004,viet3756.png,Vietnam War,Cu Chi Tunnels. Tunnel entrance with soldier.,20th c Vietnamese Vernacular Environment,VIETNAMESE MODERN|Cu Chi Tunnels.Tunnel entrance with soldier.|c. 1965-1972| Viet Cong,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=16,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=184
image_1005,viet3758.png,Vietnam War,Cu Chi Tunnels. Tourist entering a tunnel.,20th c Vietnamese Vernacular Environment,VIETNAMESE MODERN|Cu Chi Tunnels.Tourist entering a tunnel. |c. 1965-1972| Viet Cong,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=16,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=185
image_1006,viet3760.png,Vietnam War,Cu Chi Tunnels. Tourist in a tunnel.,20th c Vietnamese Vernacular Environment,VIETNAMESE MODERN|Cu Chi Tunnels. Tourist in a tunnel. |c. 1965-1972 /2011| Viet Cong,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222200%22&sort=0&page=16,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222200%22&sort=0&page=186
