Image_ID,Image_Name,Orig_Image_Name,URL_Image,URL_Info,Image_Details,Caption
415,image_0415,war02066.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=4,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=47,warfare world war i tank 20th c british expressionist painting nevinson christopher richard wynne tank 1917 british expressionist,NEVINSON Christopher Richard Wynne | Tank.| 1917 | British | Expressionist
416,image_0416,euh07030.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=4,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=48,warfare world war i english tanks of cambrai 20th c german graphic design german english tanks of cambrai 1918 german,GERMAN | English Tanks of Cambrai. | 1918 | German |
417,image_0417,war02037.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=49,warfare world war i verdun 20th c french cubist painting vallaton felix verdun 1917 french cubist,VALLATON Felix | Verdun.| 1917 | French | Cubist
418,image_0418,war02036.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=50,warfare world war i wwi battle at verdun 20th c french environment french wwi battle at verdun 1917 french,FRENCH| WWI. Battle at Verdun.| 1917 | French |
419,image_0419,war02034.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=51,warfare world war i wwi battle of the sonne 20th c british environment british wwi battle of the sonne 1916 british,BRITISH| WWI. Battle of the Sonne.| 1916 | British |
420,image_0420,war02035.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=52,warfare world war i somme 8 20th c german expressionist graphic design pechstein max somme 8 1918 german expressionist,PECHSTEIN Max | Somme 8. | 1918 | German | Expressionist
421,image_0421,war02025.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=53,warfare world war i returning to the trenches 20th c british cubist painting nevinson christopher richard wynne returning to the trenches 19141915 british cubist,NEVINSON Christopher Richard Wynne | Returning to the Trenches. | 1914-1915 | British | Cubist
422,image_0422,war02032.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=54,warfare world war i bursting shell 20th c british cubist painting nevinson christopher richard wynne bursting shell 1915 british cubist,NEVINSON Christopher Richard Wynne | Bursting Shell. | 1915 | British | Cubist
423,image_0423,war02026.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=55,warfare world war i la guerre des trous the war of holes 20th c british cubist painting nevinson christopher richard wynne la guerre des trous the war of holes 1915 british cubist,NEVINSON Christopher Richard Wynne | La Guerre des Trous (The War of Holes). | 1915 | British | Cubist
424,image_0424,war02027.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=56,warfare world war i la mitrailleuse machine gun 20th c british cubist painting nevinson christopher richard wynne la mitrailleuse machine gun 1915 british cubist,NEVINSON Christopher Richard Wynne | La Mitrailleuse (Machine Gun). | 1915 | British | Cubist
425,image_0425,war02048.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=57,warfare world war i attack of the american marines at belleau 20th c british illustration graphic arts scott george attack of the american marines at belleau 1918 british illustration,SCOTT George | Attack of the American Marines at Belleau. | 1918 | British | Illustration
426,image_0426,war02024.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=58,warfare world war i an advance post 20th c british expressionist painting nash john an advance post 1918 british expressionist,NASH John | An Advance Post. | 1918 | British | Expressionist
427,image_0427,war02060.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=59,warfare world war i night arrivals 20th c british expressionist painting nevinson christopher richard wynne night arrivals 1915 british expressionist,NEVINSON Christopher Richard Wynne | Night Arrivals. | 1915 | British | Expressionist
428,image_0428,war02062.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=60,warfare world war i the doctor 20th c british expressionist painting nevinson christopher richard wynne the doctor 1916 british expressionist,NEVINSON Christopher Richard Wynne | The Doctor.| 1916 | British | Expressionist
429,image_0429,war02040.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=61,warfare world war i the dead stretcher bearer 20th c british expressionist painting rogers gilbert the dead stretcher bearer 1916 british realist,ROGERS Gilbert | The Dead Stretcher Bearer.| 1916 | British | Realist
430,image_0430,war02049.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=62,warfare world war i wwi communications at the front 20th c british industrial arts british wwi communications at the front 19141918 british,BRITISH| WWI. Communications at the Front.| 1914-1918 | British |
431,image_0431,war02050.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=63,warfare world war i wwi pigeon parachute to go behind enemy lines 20th c british military applied arts british wwi pigeon parachute to go behind enemy lines 19141918 british,BRITISH| WWI. Pigeon Parachute to go behind enemy lines.| 1914-1918 | British |
432,image_0432,war02051.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=64,warfare world war i wwi british field wireless trench set 20th c british industrial arts british wwii british field wireless trench set c 19141918 british,BRITISH| WWII. British Field Wireless Trench Set.| c. 1914-1918 | British |
433,image_0433,euh07033.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=65,warfare world war i battle of the bulge monument 20th c belgian modernist architecture belgian battle of the bulge monument 20 c belgian,BELGIAN | Battle of the Bulge Monument. | 20 c | Belgian |
434,image_0434,war02041.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=66,warfare world war i tube helmet for sodium penate at battle of loos 20th c british industrial arts british tube helmet for sodium penate at battle of loos 1915 british,BRITISH| Tube' Helmet for sodium penate at Battle of Loos.| 1915 | British |
435,image_0435,war02042.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22290%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22290%22&sort=0&page=67,warfare world war i german soldiers in gas masks 20th c french illustration painting flameng francois german soldiers in gas masks 1917 french illustration,FLAMENG Francois | German Soldiers in Gas Masks. | 1917 | French | Illustration
