Image_ID,Image_Name,Orig_Image_Name,URL_Image,URL_Info,Image_Details,Caption
509,image_0509,rus02092.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=58,communism and socialism mother and child two men 20th c ukrainian social realist sculpture petralebech mother and child 1937 ukrainian social realist,PETRALEBECH | Mother and Child | 1937 | Ukrainian | Social Realist
510,image_0510,rus02100.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=59,communism and socialism pilot 20th c russian social realist painting deyneka aleksandr pilot c 1945 russian social realist,DEYNEKA Aleksandr | Pilot. | c. 1945 | Russian | Social Realist
511,image_0511,rus02097.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=60,communism and socialism letter from the front 20th c russian social realist painting laktionov aleksandr ivanovich letter from the front 1947 russian social realist,LAKTIONOV Aleksandr Ivanovich | Letter From the Front. | 1947 | Russian | Social Realist
512,image_0512,rusr8315.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=61,communism and socialism portrait of georgy zhukov 20th c russian social realist painting kotov petr portrait of georgy zhukov c 1945 russian social realist,KOTOV Petr | Portrait of Georgy Zhukov. | c. 1945 | Russian | Social Realist
513,image_0513,rus02089.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=62,communism and socialism stalin  thats freedom 20th c russian social realist graphic design soviet stalin  thats freedom 1952 russian socialist realist,SOVIET | Stalin - That's Freedom. | 1952 | Russian | Socialist Realist
514,image_0514,rusr8308.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=63,communism and socialism holiday in a collective farm 20th c russian social realist painting plastov arkady holiday in a collective farm c 1937 russian social realist,PLASTOV Arkady | Holiday in a Collective Farm. | c. 1937 | Russian | Social Realist
515,image_0515,rusr8309.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=64,communism and socialism holiday in a collective farm detail portrait of stalin 20th c russian social realist painting plastov arkady holiday in a collective farm detail portrait of stalin c 1937 russian social realist,PLASTOV Arkady | Holiday in a Collective Farm. Detail: Portrait of Stalin.| c. 1937 | Russian | Social Realist
516,image_0516,rush7019.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=65,communism and socialism morning of our motherland 20th c russian social realist painting shurpin fedor savvich morning of our motherland 19461948 russian social realist,SHURPIN Fedor Savvich | Morning of our Motherland. | 1946-1948 | Russian | Social Realist
517,image_0517,bulg0557.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=66,communism and socialism communist medals 20th c russian soviet applied arts russian communist medals c19401989 russian,RUSSIAN | Communist Medals. | c.1940-1989 | Russian |
518,image_0518,war03040.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=67,communism and socialism wwii russian field gun used by german wehrmacht 20th c russian painting russian wwii russian field gun used by german wehrmacht 1944 russian,RUSSIAN | WWII. Russian Field Gun used by German Wehrmacht. | 1944 | Russian |
519,image_0519,war03088.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=68,communism and socialism north korean propaganda posteranti us 20th c korean propaganda graphic design north korean north korean propaganda posteranti us 1952 north korean,NORTH KOREAN | North Korean Propaganda poster-anti U.S. | 1952 | North Korean |
520,image_0520,rus02095.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=69,communism and socialism look hitler 20th c russian social realist painting kycriniski look hitler 1942 russian social realist,KYCRINISKI | Look! (Hitler) | 1942 | Russian | Social Realist
521,image_0521,rus02096.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=70,communism and socialism not as strong a devil as he is drawn hitler 20th c russian social realist painting kycriniski not as strong a devil as he is drawn hitler 1942 russian social realist,KYCRINISKI | Not as Strong. A Devil as he is Drawn. (Hitler) | 1942 | Russian | Social Realist
522,image_0522,euh07091.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=71,communism and socialism exposition poster galerie brocksedt 20th c german graphic arts german exposition poster galerie brocksedt 1969 german,GERMAN | Exposition Poster. Galerie Brocksedt. | 1969 | German |
523,image_0523,euh07067.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=72,communism and socialism we demand expiation poster 20th c german graphic design german we demand expiation poster 19451946 german,GERMAN | We Demand Expiation! Poster. | 1945-1946 | German |
524,image_0524,euh07066.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=73,communism and socialism should there be a statute of limitations never communist poster 20th c german graphic design communist should there be a statute of limitations never communist poster 1959 german,COMMUNIST | Should there be a Statute of Limitations? Never! Communist poster. | 1959 | German |
525,image_0525,euh07063.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=74,communism and socialism check point charlie 20th c german topographical view german check point charlie c 19601989 german,GERMAN | Check Point Charlie. | c. 1960-1989 | German |
526,image_0526,euh07064.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=75,communism and socialism last russian flag to fly over berlin 20th c russian heraldic textiles communist last russian flag to fly over berlin 20 c russian,COMMUNIST | Last Russian Flag to fly over Berlin. | 20 c | Russian |
527,image_0527,euh07029.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=76,communism and socialism bolshevism brings war 20th c german graphic design engelhard julius bolshevism brings war 1919 german,ENGELHARD Julius | Bolshevism Brings War. | 1919 | German |
528,image_0528,euh07070.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=77,communism and socialism liberation committee for the total sacrifice antisoviet poster 20th c german graphic design peters liberation committee for the total sacrifice antisoviet poster 1952 german,PETERS | Liberation Committee for the Total Sacrifice. Anti-Soviet Poster. | 1952 | German |
529,image_0529,euh07077.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=78,communism and socialism two paths communist poster 20th c german graphic design burnick e two paths communist poster 1953 german,BURNICK E. | Two Paths. Communist Poster. | 1953 | German |
530,image_0530,euh07075.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=79,communism and socialism international congress communist poster 20th c german graphic design communist international congress communist poster 1954 german,COMMUNIST | International Congress. Communist Poster. | 1954 | German |
531,image_0531,euh07073.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=80,communism and socialism build the five year plan communist poster 20th c german graphic design german build the five year plan communist poster 1952 german,GERMAN | Build the Five Year Plan. Communist Poster. | 1952 | German |
532,image_0532,euh07078.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=81,communism and socialism unity poster 20th c german graphic design german unity poster 1957 german,GERMAN| Unity Poster. | 1957 | German |
533,image_0533,euh07095.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=82,communism and socialism soviet poster 20th c russian graphic design communist soviet poster 1974 russian,COMMUNIST | Soviet Poster. | 1974 | Russian |
534,image_0534,euh07076.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=83,communism and socialism all marxism leads to moscow poster 20th c german graphic design communist all marxism leads to moscow poster 1953 german,COMMUNIST | All Marxism Leads to Moscow. Poster. | 1953 | German |
535,image_0535,euh07097.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=84,communism and socialism soviet poster 20th c russian graphic design communist soviet poster c 1970 russian,COMMUNIST | Soviet Poster. | c. 1970 | Russian |
536,image_0536,euh07096.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=85,communism and socialism soviet poster 20th c russian graphic design communist soviet poster c 1970 russian,COMMUNIST | Soviet Poster. | c. 1970 | Russian |
537,image_0537,euh07069.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=86,communism and socialism antipapal poster 20th c german socialist graphic design communist antipapal poster 20 c german,COMMUNIST | Anti-Papal Poster. | 20 c | German |
538,image_0538,euh07072.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=87,communism and socialism our answer poster 20th c german graphic design schubert wilhelm our answer poster 1954 german,SCHUBERT Wilhelm | Our Answer. Poster. | 1954 | German |
539,image_0539,euh07080.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=88,communism and socialism antiamerican poster 20th c german graphic design communist antiamerican poster c 1950 german,COMMUNIST | Anti-American Poster. | c. 1950 | German |
540,image_0540,euh07071.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=89,communism and socialism pestridgway in western europe ddr moscow poster 20th c russian graphic design kukryhiksy pestridgway in western europe ddr moscow poster 1952 russian,KUKRYHIKSY | Pest-Ridgway in Western Europe. DDR. Moscow. Poster. | 1952 | Russian |
541,image_0541,euh07079.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=90,communism and socialism free wahlen nato with konrad adenhauer poster 20th c german graphic design german free wahlen nato with konrad adenhauer poster 20 c german,GERMAN | Free Wahlen. NATO; with Konrad Adenhauer. Poster. | 20 c | German |
542,image_0542,rus02106.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=91,communism and socialism vorsicht rias gift caution rias poison 20th c russian social realist graphic design soviet vorsicht rias gift caution rias poison 1952 russian socialist realist,Soviet| Vorsicht RIAS Gift (Caution RIAS Poison). | 1952 | Russian | Socialist Realist
543,image_0543,euh07081.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=92,communism and socialism friend go home antiamerican communist poster 20th c german graphic design shaw elizabeth friend go home antiamerican communist poster 1950 german,SHAW Elizabeth | Friend Go Home. Anti-American Communist Poster. | 1950 | German |
544,image_0544,euh07065.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=93,communism and socialism monument to russian soldier 20th c polish sculpture communist monument to russian soldier c 1950 polish,COMMUNIST | Monument to Russian Soldier. | c. 1950 | Polish |
545,image_0545,rush6985.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=94,communism and socialism picasso in moscow 20th c russian social realist painting vinogradov alexandr picasso in moscow 1994 russian neorealist,VINOGRADOV Alexandr | Picasso in Moscow. | 1994 | Russian | Neo-Realist
546,image_0546,rush7000.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=95,communism and socialism the communists lifting the banner 20th c russian social realist painting korzhev gely the communists lifting the banner 19571960 russian neorealist,KORZHEV Gely | The Communists. Lifting the Banner. | 1957-1960 | Russian | Neo-Realist
547,image_0547,20p21110.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=96,communism and socialism interrogation ii 20th c american painting golub leon albert interrogation ii 1981 american,GOLUB Leon Albert | Interrogation II. | 1981 | American |
548,image_0548,20p03043.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=9,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=97,communism and socialism firing squad 20th c dutch expressionist painting constant firing squad 1992 dutch abstract,Constant | Firing Squad. | 1992 | Dutch | Abstract
549,image_0549,20p08075.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=9,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=98,communism and socialism quotation 20th c russian sots art painting melamid vitaly komar  quotation 19701974 russian sots art,Melamid Vitaly Komar & | Quotation. | 1970-1974 | Russian | Sots Art
550,image_0550,20p08080.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=9,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=99,communism and socialism workman 20th c russian sots art painting melamid vitaly komar  workman 19711974 russian sots art,Melamid Vitaly Komar & | Workman. | 1971-1974 | Russian | Sots Art
551,image_0551,20p08078.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=9,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=100,communism and socialism graph of pig production 20th c russian sots art painting melamid vitaly komar  graph of pig production 19721974 russian sots art,Melamid Vitaly Komar & | Graph of Pig Production. | 1972-1974 | Russian | Sots Art
552,image_0552,20p08079.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=9,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=101,communism and socialism komars wife  child in poster style 20th c russian sots art painting komar vitaly komars wife  child in poster style 1972 russian sots art,KOMAR Vitaly | Komar's Wife & Child in Poster Style. | 1972 | Russian | Sots Art
553,image_0553,20p08076.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=9,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=102,communism and socialism fascist shooting girl 20th c russian sots art painting komar  melamid fascist shooting girl 1972 russian sots art,KOMAR & MELAMID | Fascist Shooting Girl. | 1972 | Russian | Sots Art
554,image_0554,20p08077.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=9,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=103,communism and socialism sotz hand 20th c russian sots art painting melamid vitaly komar  sotz hand 1972 russian sots art,Melamid Vitaly Komar & | Sotz Hand. | 1972 | Russian | Sots Art
555,image_0555,russ7866.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=9,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=104,communism and socialism political tshirt 21st c russian popular culture graphic design russian political tshirt 2004 russian popular culture,RUSSIAN | Political t-shirt. | 2004 | Russian | Popular Culture
556,image_0556,rus02102.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=9,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=105,communism and socialism nikita khrushchevs tombstone at novodevechiy cemetery 20th c russian constructivist sculpture neizvestnyi ernst nikita khrushchevs tombstone at novodevechiy cemetery 1974 russian,NEIZVESTNYI Ernst | Nikita Khrushchev's tombstone at Novodevechiy Cemetery. | 1974 | Russian |
557,image_0557,20p08082.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=9,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=106,communism and socialism laica  the space ship 20th c russian sots art painting melamid vitaly komar  laica  the space ship 19731974 russian sots art,Melamid Vitaly Komar & | Laica & the Space Ship. | 1973-1974 | Russian | Sots Art
558,image_0558,20p08081.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=9,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=107,communism and socialism the russian intellectual solzenitzen meets hans boeke 20th c russian sots art painting melamid vitaly komar  the russian intellectual solzenitzen meets hans boeke 19731974 russian sots art,Melamid Vitaly Komar & | The Russian Intellectual. Solzenitzen Meets Hans Boeke. | 1973-1974 | Russian | Sots Art
559,image_0559,20p08084.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=9,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=108,communism and socialism american painting after the socialist revolution 20th c russian sots art painting melamid vitaly komar  american painting after the socialist revolution 19731974 russian sots art,Melamid Vitaly Komar & | American Painting after the Socialist Revolution. | 1973-1974 | Russian | Sots Art
560,image_0560,20p08071.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=10,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=109,communism and socialism picture wrecked by bulldozers september 1974 20th c russian sots art painting komar vitaly picture wrecked by bulldozers september 1974 25825 russian sots art,KOMAR Vitaly | Picture Wrecked by Bulldozers; September 1974. | 25825 | Russian | Sots Art
561,image_0561,rush6975.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=10,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=110,communism and socialism moscow city 20th c russian realist painting schablawin sergej city moscow 1976 russian realist,SCHABLAWIN Sergej | City. Moscow. | 1976 | Russian | Realist
562,image_0562,rush7004.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=10,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=111,communism and socialism the last supper detail 20th c russian installation sculpture filippov andrei the last supper detail 1980 russian installation,FILIPPOV Andrei | The Last Supper. Detail. | 1980 | Russian | Installation
563,image_0563,rush6999.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=10,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=112,communism and socialism the last supper detail 20th c russian installation sculpture filippov andrei the last supper detail 1980 russian installation,FILIPPOV Andrei | The Last Supper. Detail. | 1980 | Russian | Installation
564,image_0564,rush7005.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=10,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=113,communism and socialism the last supper detail place setting 20th c russian installation sculpture filippov andrei the last supper detail place setting 1980 russian installation,FILIPPOV Andrei | The Last Supper. Detail: Place setting. | 1980 | Russian | Installation
565,image_0565,rush7021.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=10,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=114,communism and socialism ogonyok no 25 20th c russian social realist painting vassiliev oleg ogonyok no 25 1980 russian neorealist,VASSILIEV Oleg | Ogonyok No. 25. | 1980 | Russian | Neo-Realist
566,image_0566,rush7022.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=10,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=115,communism and socialism bolsheviks returning home after a demonstration 20th c russian sots art painting komar  melamid bolsheviks returning home after a demonstration 19811982 russian sots art,KOMAR & MELAMID | Bolsheviks Returning Home After a Demonstration. | 1981-1982 | Russian | Sots Art
567,image_0567,rush7023.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=10,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=116,communism and socialism bolsheviks returning home after a demonstration detail dinosaur 20th c russian sots art painting komar  melamid bolsheviks returning home after a demonstration detail dinosaur 19811982 russian sots art,KOMAR & MELAMID | Bolsheviks Returning Home After a Demonstration. Detail: Dinosaur. | 1981-1982 | Russian | Sots Art
568,image_0568,rush7024.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=10,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=117,communism and socialism origins of socialist realism 20th c russian sots art painting komar  melamid origins of socialist realism 1983 russian sots art,KOMAR & MELAMID | Origins of Socialist Realism. | 1983 | Russian | Sots Art
569,image_0569,rush7025.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=10,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=118,communism and socialism origins of socialist realism detail 20th c russian sots art painting komar  melamid origins of socialist realism detail 1983 russian sots art,KOMAR & MELAMID | Origins of Socialist Realism. Detail. | 1983 | Russian | Sots Art
570,image_0570,20p08085.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=10,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=119,communism and socialism blindmans buff 20th c russian sots art painting melamid vitaly komar  blindmans buff 1983 russian sots art,Melamid Vitaly Komar & | Blindman's Buff. | 1983 | Russian | Sots Art
571,image_0571,rush6983.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=10,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=120,communism and socialism holiday mosaic 20th c russian pop painting gorokhovsky eduard holiday mosaic 1988 russian pop art,GOROKHOVSKY Eduard | Holiday Mosaic. | 1988 | Russian | Pop Art
572,image_0572,rush6984.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=121,communism and socialism holiday mosaic detail 20th c russian pop painting gorokhovsky eduard holiday mosaic detail 1988 russian pop art,GOROKHOVSKY Eduard | Holiday Mosaic. Detail. | 1988 | Russian | Pop Art
573,image_0573,rush6981.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=122,communism and socialism its the real thing  malevich sold here 20th c russian sots art painting kosolapov aleksey its the real thing  malevich sold here 19821984 russian sots art,KOSOLAPOV Aleksey | It's the Real Thing & Malevich Sold Here. | 1982-1984 | Russian | Sots Art
